photos,classes,class instances,midx,midy,xmin,ymin,xmax,ymax,confidence
G0024062_4.JPG,basketball,1,441.5,424.5,378.0,344.0,505.0,505.0,0.060146674513816833
G0024062_4.JPG,porch,1,445.0,369.5,379.0,255.0,511.0,484.0,0.09200733155012131
G0024062_4.JPG,porch,2,426.0,429.5,349.0,354.0,503.0,505.0,0.06632643938064575
G0024062_4.JPG,porch,3,408.5,288.0,305.0,121.0,512.0,455.0,0.06524085998535156
G0024062_4.JPG,porch,4,255.0,256.0,71.0,81.0,439.0,431.0,0.0629127100110054
G0024062_4.JPG,porch,5,370.0,400.0,228.0,292.0,512.0,508.0,0.057920005172491074
G0024062_4.JPG,porch,6,410.0,56.5,310.0,0.0,510.0,113.0,0.05389368161559105
G0024062_4.JPG,porch,7,121.5,358.0,4.0,225.0,239.0,491.0,0.05347993224859238
G0024062_4.JPG,container,1,417.5,440.0,405.0,431.0,430.0,449.0,0.122940294444561
G0024062_4.JPG,container,2,154.5,17.0,143.0,6.0,166.0,28.0,0.12195620685815811
G0024062_4.JPG,container,3,145.0,16.5,134.0,5.0,156.0,28.0,0.1163632720708847
G0024062_4.JPG,container,4,76.0,37.0,66.0,23.0,86.0,51.0,0.09750131517648697
G0024062_4.JPG,container,5,413.5,188.0,402.0,175.0,425.0,201.0,0.09014846384525299
G0024062_4.JPG,container,6,330.5,242.0,322.0,232.0,339.0,252.0,0.08941056579351425
G0024062_4.JPG,container,7,435.0,373.5,417.0,354.0,453.0,393.0,0.08824784308671951
G0024062_4.JPG,container,8,325.0,257.5,316.0,249.0,334.0,266.0,0.08149287104606628
G0024062_4.JPG,container,9,430.0,414.5,422.0,402.0,438.0,427.0,0.08132877945899963
G0024062_4.JPG,container,10,452.0,373.5,438.0,355.0,466.0,392.0,0.07812545448541641
G0024062_4.JPG,container,11,195.0,59.0,185.0,53.0,205.0,65.0,0.0765179842710495
G0024062_4.JPG,container,12,497.5,490.0,486.0,479.0,509.0,501.0,0.07616356760263443
G0024062_4.JPG,container,13,160.5,264.0,152.0,256.0,169.0,272.0,0.07388003170490265
G0024062_4.JPG,container,14,420.5,433.5,408.0,423.0,433.0,444.0,0.07277918606996536
G0024062_4.JPG,container,15,321.0,242.5,312.0,233.0,330.0,252.0,0.07194814831018448
G0024062_4.JPG,container,16,124.0,319.0,118.0,314.0,130.0,324.0,0.06866401433944702
G0024062_4.JPG,container,17,317.0,254.0,308.0,247.0,326.0,261.0,0.06835384666919708
G0024062_4.JPG,container,18,77.0,25.5,66.0,12.0,88.0,39.0,0.06680436432361603
G0024062_4.JPG,container,19,440.0,428.0,370.0,354.0,510.0,502.0,0.06642637401819229
G0024062_4.JPG,container,20,322.5,133.5,315.0,125.0,330.0,142.0,0.0655067041516304
G0024062_4.JPG,container,21,126.5,326.5,120.0,321.0,133.0,332.0,0.0650707483291626
G0024062_4.JPG,container,22,183.5,55.5,173.0,49.0,194.0,62.0,0.06451676040887833
G0024062_4.JPG,container,23,407.5,200.5,394.0,190.0,421.0,211.0,0.0644238069653511
G0024062_4.JPG,container,24,428.0,430.0,418.0,420.0,438.0,440.0,0.06181398406624794
G0024062_4.JPG,container,25,320.0,228.5,309.0,217.0,331.0,240.0,0.06089530885219574
G0024062_4.JPG,container,26,425.0,443.5,410.0,432.0,440.0,455.0,0.06076791137456894
G0024062_4.JPG,container,27,65.5,55.0,54.0,46.0,77.0,64.0,0.059467148035764694
G0024062_4.JPG,container,28,34.5,211.0,28.0,205.0,41.0,217.0,0.059389110654592514
G0024062_4.JPG,container,29,32.5,78.0,26.0,72.0,39.0,84.0,0.058196816593408585
G0024062_4.JPG,container,30,438.5,395.5,426.0,382.0,451.0,409.0,0.058068763464689255
G0024062_4.JPG,container,31,429.5,400.0,420.0,386.0,439.0,414.0,0.05763629451394081
G0024062_4.JPG,container,32,37.5,82.5,31.0,77.0,44.0,88.0,0.05754704028367996
G0024062_4.JPG,container,33,12.0,414.0,2.0,405.0,22.0,423.0,0.057365864515304565
G0024062_4.JPG,container,34,159.0,126.0,150.0,119.0,168.0,133.0,0.0548846498131752
G0024062_4.JPG,container,35,125.5,342.5,117.0,336.0,134.0,349.0,0.05381796509027481
G0024062_4.JPG,container,36,165.0,260.0,155.0,253.0,175.0,267.0,0.05323507636785507
G0024062_4.JPG,container,37,201.5,236.5,193.0,230.0,210.0,243.0,0.05322175845503807
G0024062_4.JPG,container,38,332.5,228.0,322.0,216.0,343.0,240.0,0.05317336320877075
G0024062_4.JPG,container,39,39.5,75.5,33.0,70.0,46.0,81.0,0.05234617367386818
G0024062_4.JPG,container,40,210.0,35.5,200.0,24.0,220.0,47.0,0.05228619650006294
G0024062_4.JPG,container,41,103.0,306.0,96.0,299.0,110.0,313.0,0.05209432914853096
G0024062_4.JPG,container,42,34.0,198.5,28.0,193.0,40.0,204.0,0.05132856220006943
G0024062_4.JPG,container,43,482.5,482.0,453.0,452.0,512.0,512.0,0.0510423481464386
G0024062_4.JPG,container,44,325.5,151.5,316.0,142.0,335.0,161.0,0.0506756454706192
G0024062_4.JPG,gutter,1,252.0,300.5,176.0,280.0,328.0,321.0,0.06553742289543152
G0024062_4.JPG,gutter,2,237.5,89.5,52.0,57.0,423.0,122.0,0.06394464522600174
G0024062_4.JPG,gutter,3,169.5,317.0,105.0,291.0,234.0,343.0,0.061821918934583664
G0024062_4.JPG,gutter,4,208.0,266.0,141.0,240.0,275.0,292.0,0.06056852638721466
G0024062_4.JPG,gutter,5,209.0,315.0,126.0,251.0,292.0,379.0,0.06012870743870735
G0024062_4.JPG,gutter,6,171.0,291.5,107.0,266.0,235.0,317.0,0.05643049627542496
G0024062_4.JPG,gutter,7,275.5,286.0,205.0,224.0,346.0,348.0,0.05577690899372101
G0024062_4.JPG,gutter,8,205.5,241.0,137.0,216.0,274.0,266.0,0.0556468591094017
G0024062_4.JPG,gutter,9,279.5,51.0,103.0,21.0,456.0,81.0,0.055512141436338425
G0024062_4.JPG,gutter,10,419.5,368.0,395.0,299.0,444.0,437.0,0.051966529339551926
G0024062_4.JPG,gutter,11,226.0,147.5,47.0,116.0,405.0,179.0,0.051482148468494415
G0024062_4.JPG,gutter,12,392.0,366.0,372.0,294.0,412.0,438.0,0.05121099203824997
G0024062_4.JPG,gutter,13,252.5,327.5,178.0,306.0,327.0,349.0,0.05062338709831238
G0024062_4.JPG,trash,1,279.0,370.0,261.0,355.0,297.0,385.0,0.05816018208861351
G0024062_4.JPG,trash,2,492.0,149.5,472.0,92.0,512.0,207.0,0.05228002369403839
G0024062_4.JPG,toy,1,449.5,414.5,387.0,343.0,512.0,486.0,0.13009393215179443
G0024062_4.JPG,toy,2,473.0,490.0,439.0,468.0,507.0,512.0,0.051410991698503494
G0024062_4.JPG,drain,1,442.0,491.5,387.0,471.0,497.0,512.0,0.07359176874160767
G0024062_4.JPG,drain,2,396.5,493.0,349.0,474.0,444.0,512.0,0.06475583463907242
G0024062_4.JPG,car,1,447.5,425.5,387.0,343.0,508.0,508.0,0.18811877071857452
G0024062_4.JPG,car,2,441.0,358.5,379.0,261.0,503.0,456.0,0.07208514958620071
G0024062_4.JPG,car,3,470.0,460.0,428.0,411.0,512.0,509.0,0.06498967856168747
G0024062_4.JPG,table,1,446.0,416.5,403.0,355.0,489.0,478.0,0.10316560417413712
G0024062_4.JPG,table,2,462.0,419.0,420.0,387.0,504.0,451.0,0.08071455359458923
G0024062_4.JPG,table,3,462.0,396.0,418.0,366.0,506.0,426.0,0.0786457285284996
G0024062_4.JPG,table,4,443.5,375.0,406.0,318.0,481.0,432.0,0.06465167552232742
G0024062_4.JPG,table,5,466.0,492.0,427.0,472.0,505.0,512.0,0.06345154345035553
G0024062_4.JPG,table,6,427.0,440.0,390.0,378.0,464.0,502.0,0.05739104002714157
G0024062_4.JPG,table,7,446.5,469.5,411.0,428.0,482.0,511.0,0.056866418570280075
G0024062_4.JPG,table,8,433.0,434.5,375.0,404.0,491.0,465.0,0.05506666377186775
G0024062_4.JPG,table,9,488.5,471.5,465.0,431.0,512.0,512.0,0.05494227260351181
G0024062_4.JPG,table,10,483.5,418.0,455.0,358.0,512.0,478.0,0.05315054580569267
G0024062_4.JPG,table,11,464.0,370.5,418.0,345.0,510.0,396.0,0.051731180399656296
G0024062_4.JPG,table,12,470.0,460.0,428.0,411.0,512.0,509.0,0.05062275752425194
G0024062_4.JPG,ladder,1,162.0,354.5,0.0,321.0,324.0,388.0,0.0811789259314537
G0024062_4.JPG,ladder,2,177.0,397.0,6.0,362.0,348.0,432.0,0.07298615574836731
G0024062_4.JPG,ladder,3,185.0,459.0,22.0,424.0,348.0,494.0,0.06652578711509705
G0024062_4.JPG,ladder,4,164.5,306.5,0.0,272.0,329.0,341.0,0.057943686842918396
G0024062_4.JPG,ladder,5,239.0,55.0,61.0,25.0,417.0,85.0,0.053392454981803894
G0024062_4.JPG,ladder,6,237.5,89.5,52.0,57.0,423.0,122.0,0.0509154237806797
G0036508_23.JPG,pot,1,169.5,234.5,156.0,214.0,183.0,255.0,0.08819802850484848
G0036508_23.JPG,pot,2,155.5,84.5,140.0,66.0,171.0,103.0,0.06738429516553879
G0036508_23.JPG,flower pot,1,209.0,297.5,188.0,277.0,230.0,318.0,0.35388147830963135
G0036508_23.JPG,flower pot,2,208.0,282.0,184.0,259.0,232.0,305.0,0.17050576210021973
G0036508_23.JPG,flower pot,3,150.5,477.5,129.0,455.0,172.0,500.0,0.15866930782794952
G0036508_23.JPG,flower pot,4,124.0,408.0,109.0,394.0,139.0,422.0,0.11202280223369598
G0036508_23.JPG,flower pot,5,134.5,478.5,113.0,460.0,156.0,497.0,0.10652041435241699
G0036508_23.JPG,flower pot,6,208.5,238.0,192.0,222.0,225.0,254.0,0.10520602762699127
G0036508_23.JPG,flower pot,7,208.5,168.5,191.0,154.0,226.0,183.0,0.10476880520582199
G0036508_23.JPG,flower pot,8,188.5,211.0,162.0,190.0,215.0,232.0,0.09338393062353134
G0036508_23.JPG,flower pot,9,413.0,19.0,393.0,3.0,433.0,35.0,0.08483245223760605
G0036508_23.JPG,flower pot,10,209.5,311.5,192.0,292.0,227.0,331.0,0.08445629477500916
G0036508_23.JPG,flower pot,11,219.5,275.0,204.0,253.0,235.0,297.0,0.07679617404937744
G0036508_23.JPG,flower pot,12,212.0,157.0,193.0,138.0,231.0,176.0,0.07654211670160294
G0036508_23.JPG,flower pot,13,208.5,250.0,190.0,233.0,227.0,267.0,0.07465709000825882
G0036508_23.JPG,flower pot,14,129.5,421.5,115.0,408.0,144.0,435.0,0.07404280453920364
G0036508_23.JPG,flower pot,15,112.5,405.0,99.0,393.0,126.0,417.0,0.07014690339565277
G0036508_23.JPG,flower pot,16,169.5,236.0,157.0,221.0,182.0,251.0,0.06982363015413284
G0036508_23.JPG,flower pot,17,156.0,75.5,142.0,61.0,170.0,90.0,0.06927771866321564
G0036508_23.JPG,flower pot,18,183.5,236.5,169.0,221.0,198.0,252.0,0.06899884343147278
G0036508_23.JPG,flower pot,19,166.0,357.0,146.0,340.0,186.0,374.0,0.06858745962381363
G0036508_23.JPG,flower pot,20,183.0,358.5,167.0,342.0,199.0,375.0,0.06698371469974518
G0036508_23.JPG,flower pot,21,216.0,220.5,199.0,200.0,233.0,241.0,0.06607843190431595
G0036508_23.JPG,flower pot,22,170.5,223.0,157.0,206.0,184.0,240.0,0.06551267951726913
G0036508_23.JPG,flower pot,23,132.0,249.0,117.0,233.0,147.0,265.0,0.0652395635843277
G0036508_23.JPG,flower pot,24,157.5,238.5,145.0,224.0,170.0,253.0,0.06327535957098007
G0036508_23.JPG,tarp,1,152.0,46.5,101.0,1.0,203.0,92.0,0.08219205588102341
G0036508_23.JPG,tarp,2,174.5,80.0,113.0,8.0,236.0,152.0,0.06967022269964218
G0036508_23.JPG,umbrella,1,189.5,418.5,112.0,332.0,267.0,505.0,0.10363268107175827
G0036508_23.JPG,umbrella,2,175.5,75.5,74.0,23.0,277.0,128.0,0.08514083176851273
G0036508_23.JPG,umbrella,3,387.5,366.0,266.0,273.0,509.0,459.0,0.08360107988119125
G0036508_23.JPG,umbrella,4,182.5,123.5,105.0,22.0,260.0,225.0,0.0773405134677887
G0036508_23.JPG,umbrella,5,89.0,38.5,11.0,1.0,167.0,76.0,0.06230895221233368
G0036508_23.JPG,basketball,1,219.5,294.0,142.0,202.0,297.0,386.0,0.08406765758991241
G0036508_23.JPG,basketball,2,206.5,372.0,117.0,297.0,296.0,447.0,0.08256522566080093
G0036508_23.JPG,basketball,3,153.5,468.5,97.0,430.0,210.0,507.0,0.08097586035728455
G0036508_23.JPG,basketball,4,132.0,388.5,62.0,329.0,202.0,448.0,0.07553686946630478
G0036508_23.JPG,basketball,5,275.5,292.0,176.0,228.0,375.0,356.0,0.07509218901395798
G0036508_23.JPG,basketball,6,184.5,222.5,101.0,142.0,268.0,303.0,0.07490049302577972
G0036508_23.JPG,basketball,7,100.5,372.0,53.0,340.0,148.0,404.0,0.07321221381425858
G0036508_23.JPG,basketball,8,141.0,76.5,30.0,12.0,252.0,141.0,0.07159633189439774
G0036508_23.JPG,basketball,9,130.0,433.5,19.0,358.0,241.0,509.0,0.07103869318962097
G0036508_23.JPG,basketball,10,332.5,448.5,219.0,389.0,446.0,508.0,0.07094453275203705
G0036508_23.JPG,basketball,11,261.5,352.5,161.0,282.0,362.0,423.0,0.06723777949810028
G0036508_23.JPG,basketball,12,205.5,176.5,143.0,116.0,268.0,237.0,0.06578972935676575
G0036508_23.JPG,basketball,13,250.5,82.5,144.0,22.0,357.0,143.0,0.06494312733411789
G0036508_23.JPG,basketball,14,89.0,38.5,11.0,1.0,167.0,76.0,0.06491560488939285
G0036508_23.JPG,basketball,15,390.5,93.5,331.0,7.0,450.0,180.0,0.0638589859008789
G0036508_23.JPG,basketball,16,226.0,227.0,165.0,115.0,287.0,339.0,0.06342126429080963
G0036508_23.JPG,trash bin,1,150.5,475.0,119.0,443.0,182.0,507.0,0.136739119887352
G0036508_23.JPG,trash bin,2,181.0,227.0,146.0,178.0,216.0,276.0,0.11062685400247574
G0036508_23.JPG,trash bin,3,202.5,249.5,161.0,207.0,244.0,292.0,0.09938868135213852
G0036508_23.JPG,trash bin,4,102.5,371.0,62.0,337.0,143.0,405.0,0.09736818820238113
G0036508_23.JPG,trash bin,5,201.0,207.5,160.0,169.0,242.0,246.0,0.09408467262983322
G0036508_23.JPG,trash bin,6,226.5,229.5,191.0,184.0,262.0,275.0,0.09026307612657547
G0036508_23.JPG,trash bin,7,174.5,474.0,142.0,440.0,207.0,508.0,0.08626134693622589
G0036508_23.JPG,trash bin,8,227.5,278.5,188.0,239.0,267.0,318.0,0.08188781142234802
G0036508_23.JPG,trash bin,9,256.5,254.0,225.0,207.0,288.0,301.0,0.08146318048238754
G0036508_23.JPG,trash bin,10,82.0,387.5,40.0,352.0,124.0,423.0,0.08092023432254791
G0036508_23.JPG,trash bin,11,125.0,30.5,101.0,12.0,149.0,49.0,0.07460594922304153
G0036508_23.JPG,trash bin,12,102.0,410.0,62.0,372.0,142.0,448.0,0.07145685702562332
G0036508_23.JPG,trash bin,13,176.5,225.5,117.0,197.0,236.0,254.0,0.07110186666250229
G0036508_23.JPG,trash bin,14,126.0,469.5,98.0,435.0,154.0,504.0,0.06822691112756729
G0036508_23.JPG,trash bin,15,173.0,33.5,113.0,8.0,233.0,59.0,0.0675974115729332
G0036508_23.JPG,trash bin,16,254.5,39.0,221.0,6.0,288.0,72.0,0.06715879589319229
G0036508_23.JPG,trash bin,17,199.5,184.0,152.0,152.0,247.0,216.0,0.06402654200792313
G0036508_23.JPG,trash bin,18,279.0,39.5,247.0,7.0,311.0,72.0,0.06301551312208176
G0036508_23.JPG,trash bin,19,130.0,489.5,80.0,467.0,180.0,512.0,0.06228399649262428
G0036508_23.JPG,porch,1,286.0,269.0,107.0,59.0,465.0,479.0,0.1427471935749054
G0036508_23.JPG,porch,2,139.5,265.5,13.0,95.0,266.0,436.0,0.1276809722185135
G0036508_23.JPG,porch,3,159.0,369.0,35.0,226.0,283.0,512.0,0.1247408464550972
G0036508_23.JPG,porch,4,233.5,154.0,103.0,2.0,364.0,306.0,0.12309384346008301
G0036508_23.JPG,porch,5,417.0,326.0,322.0,140.0,512.0,512.0,0.11837726086378098
G0036508_23.JPG,porch,6,265.5,384.5,117.0,261.0,414.0,508.0,0.11056886613368988
G0036508_23.JPG,porch,7,166.5,103.5,74.0,11.0,259.0,196.0,0.10133351385593414
G0036508_23.JPG,porch,8,474.5,185.0,437.0,42.0,512.0,328.0,0.09129750728607178
G0036508_23.JPG,porch,9,184.0,427.0,80.0,350.0,288.0,504.0,0.0906117781996727
G0036508_23.JPG,porch,10,406.0,113.0,312.0,11.0,500.0,215.0,0.09043377637863159
G0036508_23.JPG,porch,11,81.0,107.0,5.0,0.0,157.0,214.0,0.08976595103740692
G0036508_23.JPG,porch,12,472.0,330.5,432.0,189.0,512.0,472.0,0.08683008700609207
G0036508_23.JPG,porch,13,109.5,428.0,11.0,344.0,208.0,512.0,0.08453863859176636
G0036508_23.JPG,porch,14,341.0,166.5,170.0,0.0,512.0,333.0,0.08422869443893433
G0036508_23.JPG,porch,15,429.5,413.0,360.0,321.0,499.0,505.0,0.08108193427324295
G0036508_23.JPG,porch,16,84.5,348.5,6.0,190.0,163.0,507.0,0.07874588668346405
G0036508_23.JPG,porch,17,437.5,181.5,375.0,53.0,500.0,310.0,0.07614534348249435
G0036508_23.JPG,porch,18,219.5,335.5,165.0,212.0,274.0,459.0,0.0754576176404953
G0036508_23.JPG,porch,19,225.0,176.5,171.0,47.0,279.0,306.0,0.0745636597275734
G0036508_23.JPG,porch,20,328.0,339.5,218.0,217.0,438.0,462.0,0.07172956317663193
G0036508_23.JPG,porch,21,269.5,96.0,211.0,2.0,328.0,190.0,0.07012990862131119
G0036508_23.JPG,porch,22,376.5,443.5,266.0,377.0,487.0,510.0,0.06880632787942886
G0036508_23.JPG,porch,23,257.0,72.0,146.0,4.0,368.0,140.0,0.06869086623191833
G0036508_23.JPG,porch,24,274.0,175.5,216.0,54.0,332.0,297.0,0.06844708323478699
G0036508_23.JPG,porch,25,270.5,227.0,161.0,111.0,380.0,343.0,0.06807801127433777
G0036508_23.JPG,porch,26,120.0,63.5,21.0,0.0,219.0,127.0,0.06760033965110779
G0036508_23.JPG,porch,27,266.0,416.5,198.0,322.0,334.0,511.0,0.0663532242178917
G0036508_23.JPG,porch,28,474.5,427.0,437.0,342.0,512.0,512.0,0.06582730263471603
G0036508_23.JPG,porch,29,345.5,271.0,186.0,164.0,505.0,378.0,0.06437404453754425
G0036508_23.JPG,porch,30,280.5,471.5,138.0,433.0,423.0,510.0,0.06283397227525711
G0036508_23.JPG,porch,31,126.0,155.0,9.0,5.0,243.0,305.0,0.06200655922293663
G0036508_23.JPG,container,1,154.5,366.5,136.0,342.0,173.0,391.0,0.19285334646701813
G0036508_23.JPG,container,2,117.5,30.0,97.0,14.0,138.0,46.0,0.15149196982383728
G0036508_23.JPG,container,3,149.0,482.0,131.0,463.0,167.0,501.0,0.1336984485387802
G0036508_23.JPG,container,4,412.5,18.0,395.0,2.0,430.0,34.0,0.12191152572631836
G0036508_23.JPG,container,5,116.5,18.0,102.0,5.0,131.0,31.0,0.11258245259523392
G0036508_23.JPG,container,6,451.0,350.0,435.0,332.0,467.0,368.0,0.10657531023025513
G0036508_23.JPG,container,7,106.0,22.0,87.0,6.0,125.0,38.0,0.10001420974731445
G0036508_23.JPG,container,8,113.5,72.0,96.0,52.0,131.0,92.0,0.09890550374984741
G0036508_23.JPG,container,9,218.0,221.0,202.0,198.0,234.0,244.0,0.09842806309461594
G0036508_23.JPG,container,10,487.0,390.5,470.0,374.0,504.0,407.0,0.09826964884996414
G0036508_23.JPG,container,11,455.5,187.0,445.0,170.0,466.0,204.0,0.09200729429721832
G0036508_23.JPG,container,12,449.0,201.0,433.0,186.0,465.0,216.0,0.0912037044763565
G0036508_23.JPG,container,13,463.0,359.0,443.0,336.0,483.0,382.0,0.08470936119556427
G0036508_23.JPG,container,14,155.5,403.5,135.0,387.0,176.0,420.0,0.08216283470392227
G0036508_23.JPG,container,15,143.0,495.0,128.0,482.0,158.0,508.0,0.08178426325321198
G0036508_23.JPG,container,16,167.0,492.0,155.0,482.0,179.0,502.0,0.08016078919172287
G0036508_23.JPG,container,17,220.5,371.0,201.0,352.0,240.0,390.0,0.07765402644872665
G0036508_23.JPG,container,18,116.0,372.0,93.0,346.0,139.0,398.0,0.07649993896484375
G0036508_23.JPG,container,19,140.0,437.0,129.0,428.0,151.0,446.0,0.07545560598373413
G0036508_23.JPG,container,20,116.5,44.5,100.0,26.0,133.0,63.0,0.07542532682418823
G0036508_23.JPG,container,21,220.5,472.5,197.0,455.0,244.0,490.0,0.06996302306652069
G0036508_23.JPG,container,22,184.5,491.0,173.0,481.0,196.0,501.0,0.06879071146249771
G0036508_23.JPG,container,23,197.0,490.0,186.0,480.0,208.0,500.0,0.06696765869855881
G0036508_23.JPG,container,24,223.5,358.5,201.0,341.0,246.0,376.0,0.06616756319999695
G0036508_23.JPG,container,25,439.5,358.0,421.0,337.0,458.0,379.0,0.06556089967489243
G0036508_23.JPG,container,26,127.5,17.0,112.0,3.0,143.0,31.0,0.06402446329593658
G0036508_23.JPG,container,27,183.0,435.0,113.0,365.0,253.0,505.0,0.0626952275633812
G0036508_23.JPG,gutter,1,191.0,21.5,121.0,2.0,261.0,41.0,0.0733024850487709
G0036508_23.JPG,gutter,2,282.0,69.0,258.0,10.0,306.0,128.0,0.06821728497743607
G0036508_23.JPG,gutter,3,278.0,467.0,213.0,423.0,343.0,511.0,0.06439518183469772
G0036508_23.JPG,gutter,4,363.0,467.0,337.0,423.0,389.0,511.0,0.06318922340869904
G0036508_23.JPG,gutter,5,283.0,468.0,260.0,424.0,306.0,512.0,0.06209396570920944
G0036508_23.JPG,trash bin,1,150.5,475.0,119.0,443.0,182.0,507.0,0.136739119887352
G0036508_23.JPG,trash bin,2,181.0,227.0,146.0,178.0,216.0,276.0,0.11062685400247574
G0036508_23.JPG,trash bin,3,202.5,249.5,161.0,207.0,244.0,292.0,0.09938868135213852
G0036508_23.JPG,trash bin,4,102.5,371.0,62.0,337.0,143.0,405.0,0.09736818820238113
G0036508_23.JPG,trash bin,5,201.0,207.5,160.0,169.0,242.0,246.0,0.09408467262983322
G0036508_23.JPG,trash bin,6,226.5,229.5,191.0,184.0,262.0,275.0,0.09026307612657547
G0036508_23.JPG,trash bin,7,174.5,474.0,142.0,440.0,207.0,508.0,0.08626134693622589
G0036508_23.JPG,trash bin,8,227.5,278.5,188.0,239.0,267.0,318.0,0.08188781142234802
G0036508_23.JPG,trash bin,9,256.5,254.0,225.0,207.0,288.0,301.0,0.08146318048238754
G0036508_23.JPG,trash bin,10,82.0,387.5,40.0,352.0,124.0,423.0,0.08092023432254791
G0036508_23.JPG,trash bin,11,125.0,30.5,101.0,12.0,149.0,49.0,0.07460594922304153
G0036508_23.JPG,trash bin,12,102.0,410.0,62.0,372.0,142.0,448.0,0.07145685702562332
G0036508_23.JPG,trash bin,13,176.5,225.5,117.0,197.0,236.0,254.0,0.07110186666250229
G0036508_23.JPG,trash bin,14,126.0,469.5,98.0,435.0,154.0,504.0,0.06822691112756729
G0036508_23.JPG,trash bin,15,173.0,33.5,113.0,8.0,233.0,59.0,0.0675974115729332
G0036508_23.JPG,trash bin,16,254.5,39.0,221.0,6.0,288.0,72.0,0.06715879589319229
G0036508_23.JPG,trash bin,17,199.5,184.0,152.0,152.0,247.0,216.0,0.06402654200792313
G0036508_23.JPG,trash bin,18,279.0,39.5,247.0,7.0,311.0,72.0,0.06301551312208176
G0036508_23.JPG,trash bin,19,130.0,489.5,80.0,467.0,180.0,512.0,0.06228399649262428
G0036508_23.JPG,trash,1,254.5,39.0,221.0,6.0,288.0,72.0,0.07703360915184021
G0036508_23.JPG,trash,2,279.0,39.5,247.0,7.0,311.0,72.0,0.07337584346532822
G0036508_23.JPG,toy,1,168.5,485.0,119.0,461.0,218.0,509.0,0.08127520233392715
G0036508_23.JPG,toy,2,130.0,489.5,80.0,467.0,180.0,512.0,0.07959853857755661
G0036508_23.JPG,toy,3,128.5,380.5,64.0,352.0,193.0,409.0,0.07292533665895462
G0036508_23.JPG,toy,4,176.5,225.5,117.0,197.0,236.0,254.0,0.0728607177734375
G0036508_23.JPG,toy,5,159.0,63.5,82.0,2.0,236.0,125.0,0.06623125076293945
G0036508_23.JPG,toy,6,153.5,365.5,86.0,339.0,221.0,392.0,0.06622917205095291
G0036508_23.JPG,toy,7,128.5,410.0,65.0,382.0,192.0,438.0,0.06343939155340195
G0036508_23.JPG,toy,8,175.0,181.5,112.0,157.0,238.0,206.0,0.06298530101776123
G0036508_23.JPG,toy,9,455.5,47.0,434.0,20.0,477.0,74.0,0.06258679926395416
G0036508_23.JPG,toy,10,185.0,396.5,109.0,330.0,261.0,463.0,0.06249915808439255
G0036508_23.JPG,toy,11,381.0,489.5,313.0,469.0,449.0,510.0,0.062135301530361176
G0036508_23.JPG,drain,1,380.5,488.5,323.0,465.0,438.0,512.0,0.07151822745800018
