photos,lat,lon,date_taken,alt,heading,notes,nearest_address,add_lat,add_lon,new_lat,new_lon
G0024018_17,40.9673131,-73.7320927,2017:07:20,4.704,260,alt values for G00 are not accurate,"514 Warren Ave, Mamaroneck, NY 10543, USA",40.9674727,-73.7318904,40.9673131,-73.73190983
G0024018_20,40.9673131,-73.7320927,2017:07:20,4.704,260,alt values for G00 are not accurate,"514 Warren Ave, Mamaroneck, NY 10543, USA",40.9674727,-73.7318904,40.96719981,-73.73218414
G0024018_21,40.9673131,-73.7320927,2017:07:20,4.704,260,alt values for G00 are not accurate,"514 Warren Ave, Mamaroneck, NY 10543, USA",40.9674727,-73.7318904,40.96719981,-73.7320927
G0024019_21,40.9672457,-73.7323287,2017:07:20,3.901,252,alt values for G00 are not accurate,"514 Warren Ave, Mamaroneck, NY 10543, USA",40.9674727,-73.7318904,40.96713241,-73.7323287
G0024020_17,40.9672093,-73.7324969,2017:07:20,6.055,252,alt values for G00 are not accurate,"400 Warren Ave, Mamaroneck, NY 10543, USA",40.9672827,-73.7331405,40.9672093,-73.73235232
G0024020_20,40.9672093,-73.7324969,2017:07:20,6.055,252,alt values for G00 are not accurate,"400 Warren Ave, Mamaroneck, NY 10543, USA",40.9672827,-73.7331405,40.96709601,-73.73256919
G0024020_22,40.9672093,-73.7324969,2017:07:20,6.055,252,alt values for G00 are not accurate,"400 Warren Ave, Mamaroneck, NY 10543, USA",40.9672827,-73.7331405,40.96709601,-73.73242461
G0024021_17,40.9672312,-73.7325193,2017:07:20,6.856,242,alt values for G00 are not accurate,"400 Warren Ave, Mamaroneck, NY 10543, USA",40.9672827,-73.7331405,40.9672312,-73.73242644
G0024022_20,40.9672307,-73.732538,2017:07:20,5.585,242,alt values for G00 are not accurate,"400 Warren Ave, Mamaroneck, NY 10543, USA",40.9672827,-73.7331405,40.96711741,-73.73258443
G0024024_19,40.9672352,-73.7325963,2017:07:20,2.315,225,alt values for G00 are not accurate,"400 Warren Ave, Mamaroneck, NY 10543, USA",40.9672827,-73.7331405,40.96712191,-73.73259564
G0024026_11,40.9669402,-73.7325098,2017:07:20,9.24,176,alt values for G00 are not accurate,"1413 Arlington St, Mamaroneck, NY 10543, USA",40.9665273,-73.7325892,40.96705349,-73.73275157
G0024026_17,40.9669402,-73.7325098,2017:07:20,9.24,176,alt values for G00 are not accurate,"1413 Arlington St, Mamaroneck, NY 10543, USA",40.9665273,-73.7325892,40.9669402,-73.73275157
G0024029_11,40.9663344,-73.7322275,2017:07:20,13.002,162,alt values for G00 are not accurate,"1413 Arlington St, Mamaroneck, NY 10543, USA",40.9665273,-73.7325892,40.96644769,-73.73251272
G0024029_18,40.9663344,-73.7322275,2017:07:20,13.002,162,alt values for G00 are not accurate,"1413 Arlington St, Mamaroneck, NY 10543, USA",40.9665273,-73.7325892,40.96622111,-73.73179967
G0024029_22,40.9663344,-73.7322275,2017:07:20,13.002,162,alt values for G00 are not accurate,"1413 Arlington St, Mamaroneck, NY 10543, USA",40.9665273,-73.7325892,40.96622111,-73.73237011
G0024030_11,40.9662139,-73.7322435,2017:07:20,13.593,243,alt values for G00 are not accurate,"1413 Arlington St, Mamaroneck, NY 10543, USA",40.9665273,-73.7325892,40.96632719,-73.73214531
G0024030_22,40.9662139,-73.7322435,2017:07:20,13.593,243,alt values for G00 are not accurate,"1413 Arlington St, Mamaroneck, NY 10543, USA",40.9665273,-73.7325892,40.96610061,-73.73219441
G0024030_23,40.9662139,-73.7322435,2017:07:20,13.593,243,alt values for G00 are not accurate,"1413 Arlington St, Mamaroneck, NY 10543, USA",40.9665273,-73.7325892,40.96610061,-73.73214531
G0024031_11,40.9661302,-73.7324065,2017:07:20,19.541,243,alt values for G00 are not accurate,"1413 Arlington St, Mamaroneck, NY 10543, USA",40.9665273,-73.7325892,40.96624349,-73.73230831
G0024032_18,40.9660664,-73.7326236,2017:07:20,21.282,243,alt values for G00 are not accurate,"1413 Arlington St, Mamaroneck, NY 10543, USA",40.9665273,-73.7325892,40.96595311,-73.73277088
G0024033_11,40.9660214,-73.7328596,2017:07:20,20.133,246,alt values for G00 are not accurate,"1413 Arlington St, Mamaroneck, NY 10543, USA",40.9665273,-73.7325892,40.96613469,-73.73274562
G0024035_5,40.9661801,-73.7331805,2017:07:20,13.606,345,alt values for G00 are not accurate,"1421 N James St, Mamaroneck, NY 10543, USA",40.9665017,-73.7336796,40.96640668,-73.73290324
G0024036_19,40.9663532,-73.733257,2017:07:20,10.583,345,alt values for G00 are not accurate,"1421 N James St, Mamaroneck, NY 10543, USA",40.9665017,-73.7336796,40.96623991,-73.73353426
G0024037_17,40.9665275,-73.7333213,2017:07:20,6.451,345,alt values for G00 are not accurate,"1421 N James St, Mamaroneck, NY 10543, USA",40.9665017,-73.7336796,40.9665275,-73.73304404
G0024038_21,40.9666995,-73.7334102,2017:07:20,2.54,345,alt values for G00 are not accurate,"1421 N James St, Mamaroneck, NY 10543, USA",40.9665017,-73.7336796,40.96658621,-73.7334102
G0024039_11,40.9668734,-73.7334835,2017:07:20,1.05,337,alt values for G00 are not accurate,"1421 N James St, Mamaroneck, NY 10543, USA",40.9665017,-73.7336796,40.96698669,-73.73318676
G0024039_20,40.9668734,-73.7334835,2017:07:20,1.05,337,alt values for G00 are not accurate,"1421 N James St, Mamaroneck, NY 10543, USA",40.9665017,-73.7336796,40.96676011,-73.73363187
G0024039_21,40.9668734,-73.7334835,2017:07:20,1.05,337,alt values for G00 are not accurate,"1421 N James St, Mamaroneck, NY 10543, USA",40.9665017,-73.7336796,40.96676011,-73.7334835
G0024039_22,40.9668734,-73.7334835,2017:07:20,1.05,337,alt values for G00 are not accurate,"1421 N James St, Mamaroneck, NY 10543, USA",40.9665017,-73.7336796,40.96676011,-73.73333513
G0024039_5,40.9668734,-73.7334835,2017:07:20,1.05,337,alt values for G00 are not accurate,"1421 N James St, Mamaroneck, NY 10543, USA",40.9665017,-73.7336796,40.96709998,-73.73318676
G0024040_11,40.9668976,-73.7335021,2017:07:20,3.342,337,alt values for G00 are not accurate,"1421 N James St, Mamaroneck, NY 10543, USA",40.9665017,-73.7336796,40.96701089,-73.73320536
G0024040_20,40.9668976,-73.7335021,2017:07:20,3.342,337,alt values for G00 are not accurate,"1421 N James St, Mamaroneck, NY 10543, USA",40.9665017,-73.7336796,40.96678431,-73.73365047
G0024040_5,40.9668976,-73.7335021,2017:07:20,3.342,337,alt values for G00 are not accurate,"1421 N James St, Mamaroneck, NY 10543, USA",40.9665017,-73.7336796,40.96712418,-73.73320536
G0024041_11,40.9668918,-73.7335233,2017:07:20,3.745,337,alt values for G00 are not accurate,"1421 N James St, Mamaroneck, NY 10543, USA",40.9665017,-73.7336796,40.96700509,-73.73322656
G0024043_11,40.9669007,-73.7335432,2017:07:20,0.718,337,alt values for G00 are not accurate,"1421 N James St, Mamaroneck, NY 10543, USA",40.9665017,-73.7336796,40.96701399,-73.73324646
G0024043_5,40.9669007,-73.7335432,2017:07:20,0.718,337,alt values for G00 are not accurate,"1421 N James St, Mamaroneck, NY 10543, USA",40.9665017,-73.7336796,40.96712728,-73.73324646
G0024044_19,40.9668923,-73.733592,2017:07:20,0.7,250,alt values for G00 are not accurate,"1421 N James St, Mamaroneck, NY 10543, USA",40.9665017,-73.7336796,40.96677901,-73.73372654
G0024044_21,40.9668923,-73.733592,2017:07:20,0.7,250,alt values for G00 are not accurate,"1421 N James St, Mamaroneck, NY 10543, USA",40.9665017,-73.7336796,40.96677901,-73.733592
G0024045_17,40.9668517,-73.7337882,2017:07:20,1.333,250,alt values for G00 are not accurate,"1421 N James St, Mamaroneck, NY 10543, USA",40.9665017,-73.7336796,40.9668517,-73.73365366
G0024046_5,40.966796,-73.7340445,2017:07:20,0.786,250,alt values for G00 are not accurate,"1421 N James St, Mamaroneck, NY 10543, USA",40.9665017,-73.7336796,40.96702258,-73.73390996
G0024050_23,40.9662666,-73.7343203,2017:07:20,2.09,156,alt values for G00 are not accurate,"216 Travers Ave, Mamaroneck, NY 10543, USA",40.9658897,-73.7339968,40.96615331,-73.73461907
G0024051_11,40.9660574,-73.7342198,2017:07:20,4.024,156,alt values for G00 are not accurate,"216 Travers Ave, Mamaroneck, NY 10543, USA",40.9658897,-73.7339968,40.96617069,-73.73451857
G0024052_17,40.9658611,-73.7341377,2017:07:20,3.677,156,alt values for G00 are not accurate,"216 Travers Ave, Mamaroneck, NY 10543, USA",40.9658897,-73.7339968,40.9658611,-73.73443647
G0024052_22,40.9658611,-73.7341377,2017:07:20,3.677,156,alt values for G00 are not accurate,"216 Travers Ave, Mamaroneck, NY 10543, USA",40.9658897,-73.7339968,40.96574781,-73.73428709
G0024052_23,40.9658611,-73.7341377,2017:07:20,3.677,156,alt values for G00 are not accurate,"216 Travers Ave, Mamaroneck, NY 10543, USA",40.9658897,-73.7339968,40.96574781,-73.73443647
G0024054_21,40.9657035,-73.7342213,2017:07:20,0.408,275,alt values for G00 are not accurate,"216 Travers Ave, Mamaroneck, NY 10543, USA",40.9658897,-73.7339968,40.96559021,-73.7342213
G0024055_11,40.9657206,-73.7344391,2017:07:20,0.558,275,alt values for G00 are not accurate,"216 Travers Ave, Mamaroneck, NY 10543, USA",40.9658897,-73.7339968,40.96583389,-73.73419457
G0024055_17,40.9657206,-73.7344391,2017:07:20,0.558,275,alt values for G00 are not accurate,"216 Travers Ave, Mamaroneck, NY 10543, USA",40.9658897,-73.7339968,40.9657206,-73.73419457
G0024055_22,40.9657206,-73.7344391,2017:07:20,0.558,275,alt values for G00 are not accurate,"216 Travers Ave, Mamaroneck, NY 10543, USA",40.9658897,-73.7339968,40.96560731,-73.73431683
G0024055_23,40.9657206,-73.7344391,2017:07:20,0.558,275,alt values for G00 are not accurate,"216 Travers Ave, Mamaroneck, NY 10543, USA",40.9658897,-73.7339968,40.96560731,-73.73419457
G0024056_17,40.9657297,-73.7346865,2017:07:20,3.831,275,alt values for G00 are not accurate,"216 Travers Ave, Mamaroneck, NY 10543, USA",40.9658897,-73.7339968,40.9657297,-73.73444197
G0024057_17,40.9657438,-73.7349025,2017:07:20,4.311,252,alt values for G00 are not accurate,"216 Travers Ave, Mamaroneck, NY 10543, USA",40.9658897,-73.7339968,40.9657438,-73.73475792
G0024057_5,40.9657438,-73.7349025,2017:07:20,4.311,252,alt values for G00 are not accurate,"216 Travers Ave, Mamaroneck, NY 10543, USA",40.9658897,-73.7339968,40.96597038,-73.73475792
G0024058_21,40.9657326,-73.7349424,2017:07:20,4.759,177,alt values for G00 are not accurate,"216 Travers Ave, Mamaroneck, NY 10543, USA",40.9658897,-73.7339968,40.96561931,-73.7349424
G0024059_11,40.965581,-73.7349013,2017:07:20,5.489,177,alt values for G00 are not accurate,"216 Travers Ave, Mamaroneck, NY 10543, USA",40.9658897,-73.7339968,40.96569429,-73.73513938
G0024059_17,40.965581,-73.7349013,2017:07:20,5.489,177,alt values for G00 are not accurate,"216 Travers Ave, Mamaroneck, NY 10543, USA",40.9658897,-73.7339968,40.965581,-73.73513938
G0024059_19,40.965581,-73.7349013,2017:07:20,5.489,177,alt values for G00 are not accurate,"216 Travers Ave, Mamaroneck, NY 10543, USA",40.9658897,-73.7339968,40.96546771,-73.73466322
G0024059_22,40.965581,-73.7349013,2017:07:20,5.489,177,alt values for G00 are not accurate,"216 Travers Ave, Mamaroneck, NY 10543, USA",40.9658897,-73.7339968,40.96546771,-73.73502034
G0024059_23,40.965581,-73.7349013,2017:07:20,5.489,177,alt values for G00 are not accurate,"216 Travers Ave, Mamaroneck, NY 10543, USA",40.9658897,-73.7339968,40.96546771,-73.73513938
G0024060_18,40.9653764,-73.734865,2017:07:20,4.655,177,alt values for G00 are not accurate,"216 Travers Ave, Mamaroneck, NY 10543, USA",40.9658897,-73.7339968,40.96526311,-73.73450788
G0024060_19,40.9653764,-73.734865,2017:07:20,4.655,177,alt values for G00 are not accurate,"216 Travers Ave, Mamaroneck, NY 10543, USA",40.9658897,-73.7339968,40.96526311,-73.73462692
G0024060_21,40.9653764,-73.734865,2017:07:20,4.655,177,alt values for G00 are not accurate,"216 Travers Ave, Mamaroneck, NY 10543, USA",40.9658897,-73.7339968,40.96526311,-73.734865
G0024061_17,40.9651866,-73.7348232,2017:07:20,3.272,177,alt values for G00 are not accurate,"220 Soundview Ave, Mamaroneck, NY 10543, USA",40.9652103,-73.7337815,40.9651866,-73.73506128
G0024061_19,40.9651866,-73.7348232,2017:07:20,3.272,177,alt values for G00 are not accurate,"220 Soundview Ave, Mamaroneck, NY 10543, USA",40.9652103,-73.7337815,40.96507331,-73.73458512
G0024061_22,40.9651866,-73.7348232,2017:07:20,3.272,177,alt values for G00 are not accurate,"220 Soundview Ave, Mamaroneck, NY 10543, USA",40.9652103,-73.7337815,40.96507331,-73.73494224
G0024061_23,40.9651866,-73.7348232,2017:07:20,3.272,177,alt values for G00 are not accurate,"220 Soundview Ave, Mamaroneck, NY 10543, USA",40.9652103,-73.7337815,40.96507331,-73.73506128
G0024062_19,40.9651318,-73.7348152,2017:07:20,4.151,177,alt values for G00 are not accurate,"220 Soundview Ave, Mamaroneck, NY 10543, USA",40.9652103,-73.7337815,40.96501851,-73.73457712
G0024062_20,40.9651318,-73.7348152,2017:07:20,4.151,177,alt values for G00 are not accurate,"220 Soundview Ave, Mamaroneck, NY 10543, USA",40.9652103,-73.7337815,40.96501851,-73.73469616
G0024062_21,40.9651318,-73.7348152,2017:07:20,4.151,177,alt values for G00 are not accurate,"220 Soundview Ave, Mamaroneck, NY 10543, USA",40.9652103,-73.7337815,40.96501851,-73.7348152
G0024062_22,40.9651318,-73.7348152,2017:07:20,4.151,177,alt values for G00 are not accurate,"220 Soundview Ave, Mamaroneck, NY 10543, USA",40.9652103,-73.7337815,40.96501851,-73.73493424
G0024067_19,40.9651937,-73.7345779,2017:07:20,2.036,86,alt values for G00 are not accurate,"220 Soundview Ave, Mamaroneck, NY 10543, USA",40.9652103,-73.7337815,40.96508041,-73.73436861
G0024067_20,40.9651937,-73.7345779,2017:07:20,2.036,86,alt values for G00 are not accurate,"220 Soundview Ave, Mamaroneck, NY 10543, USA",40.9652103,-73.7337815,40.96508041,-73.73447325
G0024068_11,40.9652555,-73.7343313,2017:07:20,2.516,83,alt values for G00 are not accurate,"220 Soundview Ave, Mamaroneck, NY 10543, USA",40.9652103,-73.7337815,40.96536879,-73.73452765
G0024069_19,40.9653177,-73.7340775,2017:07:20,3.749,83,alt values for G00 are not accurate,"220 Soundview Ave, Mamaroneck, NY 10543, USA",40.9652103,-73.7337815,40.96520441,-73.73388115
G0024070_17,40.9653764,-73.7338292,2017:07:20,4.869,65,alt values for G00 are not accurate,"220 Soundview Ave, Mamaroneck, NY 10543, USA",40.9652103,-73.7337815,40.9653764,-73.73393795
G0024070_22,40.9653764,-73.7338292,2017:07:20,4.869,65,alt values for G00 are not accurate,"220 Soundview Ave, Mamaroneck, NY 10543, USA",40.9652103,-73.7337815,40.96526311,-73.73388357
G0024071_22,40.9654126,-73.7337014,2017:07:20,6.956,120,alt values for G00 are not accurate,"220 Soundview Ave, Mamaroneck, NY 10543, USA",40.9652103,-73.7337815,40.96529931,-73.73385575
G0024071_23,40.9654126,-73.7337014,2017:07:20,6.956,120,alt values for G00 are not accurate,"220 Soundview Ave, Mamaroneck, NY 10543, USA",40.9652103,-73.7337815,40.96529931,-73.73401011
G0024074_21,40.9649153,-73.7337962,2017:07:20,10.675,120,alt values for G00 are not accurate,"217 Soundview Ave, Mamaroneck, NY 10543, USA",40.964851,-73.733752,40.96480201,-73.7337962
G0024074_22,40.9649153,-73.7337962,2017:07:20,10.675,120,alt values for G00 are not accurate,"217 Soundview Ave, Mamaroneck, NY 10543, USA",40.964851,-73.733752,40.96480201,-73.73395055
G0024075_19,40.9647369,-73.733829,2017:07:20,10.935,185,alt values for G00 are not accurate,"217 Soundview Ave, Mamaroneck, NY 10543, USA",40.964851,-73.733752,40.96462361,-73.73362295
G0024076_11,40.9647046,-73.7338275,2017:07:20,12.46,90,alt values for G00 are not accurate,"217 Soundview Ave, Mamaroneck, NY 10543, USA",40.964851,-73.733752,40.96481789,-73.73405315
G0024076_21,40.9647046,-73.7338275,2017:07:20,12.46,90,alt values for G00 are not accurate,"217 Soundview Ave, Mamaroneck, NY 10543, USA",40.964851,-73.733752,40.96459131,-73.7338275
G0024080_22,40.9647022,-73.7337533,2017:07:20,9.184,68,alt values for G00 are not accurate,"217 Soundview Ave, Mamaroneck, NY 10543, USA",40.964851,-73.733752,40.96458891,-73.73381547
G0024083_18,40.9648656,-73.733033,2017:07:20,10.169,72,alt values for G00 are not accurate,"217 Soundview Ave, Mamaroneck, NY 10543, USA",40.964851,-73.733752,40.96475231,-73.73281612
G0024083_19,40.9648656,-73.733033,2017:07:20,10.169,72,alt values for G00 are not accurate,"217 Soundview Ave, Mamaroneck, NY 10543, USA",40.964851,-73.733752,40.96475231,-73.73288842
G0024084_11,40.9649127,-73.7327829,2017:07:20,11.881,72,alt values for G00 are not accurate,"407 Soundview Ave, Mamaroneck, NY 10543, USA",40.9652423,-73.7320111,40.96502599,-73.73292748
G0024084_5,40.9649127,-73.7327829,2017:07:20,11.881,72,alt values for G00 are not accurate,"407 Soundview Ave, Mamaroneck, NY 10543, USA",40.9652423,-73.7320111,40.96513928,-73.73292748
G0024085_11,40.9649752,-73.7325189,2017:07:20,13.058,72,alt values for G00 are not accurate,"407 Soundview Ave, Mamaroneck, NY 10543, USA",40.9652423,-73.7320111,40.96508849,-73.73266348
G0024085_20,40.9649752,-73.7325189,2017:07:20,13.058,72,alt values for G00 are not accurate,"407 Soundview Ave, Mamaroneck, NY 10543, USA",40.9652423,-73.7320111,40.96486191,-73.73244661
G0024085_22,40.9649752,-73.7325189,2017:07:20,13.058,72,alt values for G00 are not accurate,"407 Soundview Ave, Mamaroneck, NY 10543, USA",40.9652423,-73.7320111,40.96486191,-73.73259119
G0024085_23,40.9649752,-73.7325189,2017:07:20,13.058,72,alt values for G00 are not accurate,"407 Soundview Ave, Mamaroneck, NY 10543, USA",40.9652423,-73.7320111,40.96486191,-73.73266348
G0024086_11,40.9650395,-73.732255,2017:07:20,13.316,72,alt values for G00 are not accurate,"407 Soundview Ave, Mamaroneck, NY 10543, USA",40.9652423,-73.7320111,40.96515279,-73.73239958
G0024087_21,40.9651054,-73.7319899,2017:07:20,13.406,72,alt values for G00 are not accurate,"407 Soundview Ave, Mamaroneck, NY 10543, USA",40.9652423,-73.7320111,40.96499211,-73.7319899
G0024087_22,40.9651054,-73.7319899,2017:07:20,13.406,72,alt values for G00 are not accurate,"407 Soundview Ave, Mamaroneck, NY 10543, USA",40.9652423,-73.7320111,40.96499211,-73.73206219
G0024087_5,40.9651054,-73.7319899,2017:07:20,13.406,72,alt values for G00 are not accurate,"407 Soundview Ave, Mamaroneck, NY 10543, USA",40.9652423,-73.7320111,40.96533198,-73.73213448
G0024088_22,40.9651895,-73.7317328,2017:07:20,14.397,72,alt values for G00 are not accurate,"407 Soundview Ave, Mamaroneck, NY 10543, USA",40.9652423,-73.7320111,40.96507621,-73.73180509
G0024089_23,40.9652574,-73.7314708,2017:07:20,12.021,72,alt values for G00 are not accurate,"407 Soundview Ave, Mamaroneck, NY 10543, USA",40.9652423,-73.7320111,40.96514411,-73.73161538
G0036427_20,40.9677056,-73.7319473,2017:08:03,6.603,275,alt values for G00 are not accurate,"507 Chestnut Ave, Mamaroneck, NY 10543, USA",40.9677448,-73.7320035,40.96759231,-73.73206957
G0036427_21,40.9677056,-73.7319473,2017:08:03,6.603,275,alt values for G00 are not accurate,"507 Chestnut Ave, Mamaroneck, NY 10543, USA",40.9677448,-73.7320035,40.96759231,-73.7319473
G0036428_19,40.9676645,-73.7320549,2017:08:03,1.169,275,alt values for G00 are not accurate,"507 Chestnut Ave, Mamaroneck, NY 10543, USA",40.9677448,-73.7320035,40.96755121,-73.73229943
G0036428_20,40.9676645,-73.7320549,2017:08:03,1.169,275,alt values for G00 are not accurate,"507 Chestnut Ave, Mamaroneck, NY 10543, USA",40.9677448,-73.7320035,40.96755121,-73.73217717
